"clump","chrom","minBP","maxBP","variable","value","fisherLogP","Phenotype","DAP","Treatment","Experiment","clumpCenter"
23322,4,3413112,3510543,"WUE.ratio.constant_wet_18_fisherPclump",7.69110240875829e-09,8.11401140587783,"WUE.ratio.constant",18,"wet","IB005toIB008",3461828
23323,4,3476133,3761714,"WUE.ratio.constant_wet_18_fisherPclump",4.33972408772503e-08,7.36253788131413,"WUE.ratio.constant",18,"wet","IB005toIB008",3618924
23324,4,3760561,4008576,"WUE.ratio.constant_wet_18_fisherPclump",2.81100337582775e-08,7.55113863283351,"WUE.ratio.constant",18,"wet","IB005toIB008",3884568
23325,4,3775716,3776438,"WUE.ratio.constant_wet_18_fisherPclump",3.15158470103785e-09,8.50147101641429,"WUE.ratio.constant",18,"wet","IB005toIB008",3776077
23328,4,3670737,3761180,"WUE.ratio.constant_wet_18_fisherPclump",7.76829134270858e-08,7.10967449497467,"WUE.ratio.constant",18,"wet","IB005toIB008",3715958
23336,4,3462114,3462471,"WUE.ratio.constant_wet_18_fisherPclump",8.15349027804321e-10,9.08865644230164,"WUE.ratio.constant",18,"wet","IB005toIB008",3462292
23345,4,3670818,3761503,"WUE.ratio.constant_wet_18_fisherPclump",8.80214759632609e-08,7.05541135336765,"WUE.ratio.constant",18,"wet","IB005toIB008",3716160
23347,4,4257411,4290160,"WUE.ratio.constant_wet_18_fisherPclump",5.3049166203991e-09,8.27532143769763,"WUE.ratio.constant",18,"wet","IB005toIB008",4273786
23355,4,3441302,3537478,"WUE.ratio.constant_wet_18_fisherPclump",2.89318933307987e-08,7.53862314477535,"WUE.ratio.constant",18,"wet","IB005toIB008",3489390
23360,4,4134255,4552961,"WUE.ratio.constant_wet_18_fisherPclump",2.10135981718798e-08,7.67749957670416,"WUE.ratio.constant",18,"wet","IB005toIB008",4343608
23446,4,4023352,4209928,"WUE.ratio.constant_wet_18_fisherPclump",3.37441561242283e-08,7.47180142824784,"WUE.ratio.constant",18,"wet","IB005toIB008",4116640
23460,4,4252870,4294411,"WUE.ratio.constant_wet_18_fisherPclump",9.23765860564556e-08,7.03443809192969,"WUE.ratio.constant",18,"wet","IB005toIB008",4273640
23510,4,4272670,4274746,"WUE.ratio.constant_wet_18_fisherPclump",1.33254248870319e-09,8.8753189344101,"WUE.ratio.constant",18,"wet","IB005toIB008",4273708
23522,4,3561978,3825620,"WUE.ratio.constant_wet_18_fisherPclump",8.26969319472242e-08,7.082510602456,"WUE.ratio.constant",18,"wet","IB005toIB008",3693799
23623,4,3140701,3142657,"WUE.ratio.constant_wet_18_fisherPclump",4.84573706023809e-08,7.31464015528019,"WUE.ratio.constant",18,"wet","IB005toIB008",3141679
28794,5,43311911,43743683,"WUE.ratio.constant_wet_18_fisherPclump",5.65704078303602e-09,8.24741069030968,"WUE.ratio.constant",18,"wet","IB005toIB008",43527797
28833,5,28255893,28258189,"WUE.ratio.constant_wet_18_fisherPclump",5.43522146316557e-08,7.26478275548362,"WUE.ratio.constant",18,"wet","IB005toIB008",28257041
36448,6,32970617,33318274,"WUE.ratio.constant_wet_18_fisherPclump",1.70113923580257e-08,7.76926013855321,"WUE.ratio.constant",18,"wet","IB005toIB008",33144446
42937,7,33380004,33676866,"WUE.ratio.constant_wet_18_fisherPclump",8.50678437270125e-08,7.07023457541572,"WUE.ratio.constant",18,"wet","IB005toIB008",33528435
43220,7,14475814,14475814,"WUE.ratio.constant_wet_18_fisherPclump",1.33803298508045e-08,7.87353318024394,"WUE.ratio.constant",18,"wet","IB005toIB008",14475814
43610,7,14422707,14806171,"WUE.ratio.constant_wet_18_fisherPclump",8.46628102248831e-08,7.07230732002331,"WUE.ratio.constant",18,"wet","IB005toIB008",14614439
23321,4,3817036,3829503,"WUE.ratio.constant_dry_19_fisherPclump",9.79113273418813e-08,7.00916706184854,"WUE.ratio.constant",19,"dry","IB005toIB008",3823270
8,1,5561476,5961312,"WUE.ratio.constant_wet_19_fisherPclump",3.62734707450837e-08,7.44041088794526,"WUE.ratio.constant",19,"wet","IB005toIB008",5761394
39,1,14188681,14374252,"WUE.ratio.constant_wet_19_fisherPclump",1.18611777180376e-08,7.92587218693707,"WUE.ratio.constant",19,"wet","IB005toIB008",14281466
7295,2,2758017,2810612,"WUE.ratio.constant_wet_19_fisherPclump",2.8921843218434e-08,7.5387740324672,"WUE.ratio.constant",19,"wet","IB005toIB008",2784314
7376,2,2757620,2805421,"WUE.ratio.constant_wet_19_fisherPclump",7.65525425845037e-09,8.11604038024878,"WUE.ratio.constant",19,"wet","IB005toIB008",2781520
8882,2,13248984,13248984,"WUE.ratio.constant_wet_19_fisherPclump",2.34770628434619e-09,8.62935623752096,"WUE.ratio.constant",19,"wet","IB005toIB008",13248984
23321,4,3817036,3829503,"WUE.ratio.constant_wet_19_fisherPclump",3.27092775631721e-11,10.4853290478589,"WUE.ratio.constant",19,"wet","IB005toIB008",3823270
23322,4,3413112,3510543,"WUE.ratio.constant_wet_19_fisherPclump",7.64852739663214e-09,8.11642217335354,"WUE.ratio.constant",19,"wet","IB005toIB008",3461828
23325,4,3775716,3776438,"WUE.ratio.constant_wet_19_fisherPclump",1.16007271327429e-08,7.93551478837301,"WUE.ratio.constant",19,"wet","IB005toIB008",3776077
23336,4,3462114,3462471,"WUE.ratio.constant_wet_19_fisherPclump",1.18804648820506e-08,7.925166565099,"WUE.ratio.constant",19,"wet","IB005toIB008",3462292
23347,4,4257411,4290160,"WUE.ratio.constant_wet_19_fisherPclump",1.68565995495673e-08,7.77323003029281,"WUE.ratio.constant",19,"wet","IB005toIB008",4273786
23446,4,4023352,4209928,"WUE.ratio.constant_wet_19_fisherPclump",9.17970709477364e-08,7.03717117600496,"WUE.ratio.constant",19,"wet","IB005toIB008",4116640
23510,4,4272670,4274746,"WUE.ratio.constant_wet_19_fisherPclump",6.29464070927157e-09,8.20102905386969,"WUE.ratio.constant",19,"wet","IB005toIB008",4273708
28794,5,43311911,43743683,"WUE.ratio.constant_wet_19_fisherPclump",1.2860538020568e-09,8.89074086232345,"WUE.ratio.constant",19,"wet","IB005toIB008",43527797
28833,5,28255893,28258189,"WUE.ratio.constant_wet_19_fisherPclump",6.4969212604461e-08,7.18729239664251,"WUE.ratio.constant",19,"wet","IB005toIB008",28257041
28863,5,43460836,43672806,"WUE.ratio.constant_wet_19_fisherPclump",1.1497963985768e-08,7.93937905599677,"WUE.ratio.constant",19,"wet","IB005toIB008",43566821
36448,6,32970617,33318274,"WUE.ratio.constant_wet_19_fisherPclump",8.23418146904344e-08,7.08437956603227,"WUE.ratio.constant",19,"wet","IB005toIB008",33144446
50018,8,8535490,8575296,"WUE.ratio.constant_wet_19_fisherPclump",9.64056805212389e-08,7.01589737536745,"WUE.ratio.constant",19,"wet","IB005toIB008",8555393
58612,9,31241226,31241251,"WUE.ratio.constant_wet_19_fisherPclump",6.34323955539036e-08,7.19768888695984,"WUE.ratio.constant",19,"wet","IB005toIB008",31241238
23321,4,3817036,3829503,"WUE.ratio.constant_wet_20_fisherPclump",6.3041593248724e-09,8.20037281946543,"WUE.ratio.constant",20,"wet","IB005toIB008",3823270
28794,5,43311911,43743683,"WUE.ratio.constant_wet_20_fisherPclump",5.93220685541671e-08,7.22678371357762,"WUE.ratio.constant",20,"wet","IB005toIB008",43527797
23321,4,3817036,3829503,"WUE.ratio.constant_wet_21_fisherPclump",2.87204259219317e-09,8.54180912382482,"WUE.ratio.constant",21,"wet","IB005toIB008",3823270
28794,5,43311911,43743683,"WUE.ratio.constant_wet_21_fisherPclump",1.60588481516404e-08,7.794285608455,"WUE.ratio.constant",21,"wet","IB005toIB008",43527797
23321,4,3817036,3829503,"WUE.ratio.constant_wet_22_fisherPclump",5.07234154537695e-09,8.29479151098624,"WUE.ratio.constant",22,"wet","IB005toIB008",3823270
28833,5,28255893,28258189,"WUE.ratio.constant_wet_22_fisherPclump",5.9570109946265e-08,7.22497159833976,"WUE.ratio.constant",22,"wet","IB005toIB008",28257041
43093,7,19037457,19256504,"WUE.resid_dry_10_fisherPclump",4.30994849378747e-08,7.3655279198619,"WUE.resid",10,"dry","IB005toIB008",19146980
8608,2,3992421,3992444,"WUE.resid_dry_11_fisherPclump",1.05182682271868e-08,7.97805575840355,"WUE.resid",11,"dry","IB005toIB008",3992432
39,1,14188681,14374252,"WUE.resid_wet_11_fisherPclump",2.05185053569998e-08,7.68785427800704,"WUE.resid",11,"wet","IB005toIB008",14281466
8608,2,3992421,3992444,"WUE.resid_wet_11_fisherPclump",1.43135528648382e-08,7.84425255365599,"WUE.resid",11,"wet","IB005toIB008",3992432
28778,5,5897146,5928214,"WUE.resid_wet_11_fisherPclump",2.10179090990414e-08,7.67741049058728,"WUE.resid",11,"wet","IB005toIB008",5912680
8608,2,3992421,3992444,"WUE.resid_dry_12_fisherPclump",1.21498779654071e-09,8.9154280841411,"WUE.resid",12,"dry","IB005toIB008",3992432
8,1,5561476,5961312,"WUE.resid_wet_12_fisherPclump",8.53634324364407e-08,7.06872813038964,"WUE.resid",12,"wet","IB005toIB008",5761394
39,1,14188681,14374252,"WUE.resid_wet_12_fisherPclump",1.47084820818423e-10,9.83243214423336,"WUE.resid",12,"wet","IB005toIB008",14281466
8608,2,3992421,3992444,"WUE.resid_wet_12_fisherPclump",7.70069315258032e-12,11.1134701814779,"WUE.resid",12,"wet","IB005toIB008",3992432
8882,2,13248984,13248984,"WUE.resid_wet_12_fisherPclump",1.29473160105159e-08,7.8878202518633,"WUE.resid",12,"wet","IB005toIB008",13248984
23336,4,3462114,3462471,"WUE.resid_wet_12_fisherPclump",2.81297557674391e-08,7.55083403851784,"WUE.resid",12,"wet","IB005toIB008",3462292
23446,4,4023352,4209928,"WUE.resid_wet_12_fisherPclump",3.44413489384593e-10,9.46291984719932,"WUE.resid",12,"wet","IB005toIB008",4116640
23701,4,4197042,4209031,"WUE.resid_wet_12_fisherPclump",2.13880969186109e-08,7.66982785659327,"WUE.resid",12,"wet","IB005toIB008",4203036
28778,5,5897146,5928214,"WUE.resid_wet_12_fisherPclump",7.52619360652676e-08,7.12342461392411,"WUE.resid",12,"wet","IB005toIB008",5912680
8608,2,3992421,3992444,"WUE.resid_dry_13_fisherPclump",1.27031109449073e-10,9.89608990890564,"WUE.resid",13,"dry","IB005toIB008",3992432
51620,8,37212210,37521730,"WUE.resid_dry_13_fisherPclump",3.83823356461727e-08,7.41586860106014,"WUE.resid",13,"dry","IB005toIB008",37366970
39,1,14188681,14374252,"WUE.resid_wet_13_fisherPclump",2.75103653794355e-09,8.56050364148168,"WUE.resid",13,"wet","IB005toIB008",14281466
1524,1,2774603,2774621,"WUE.resid_wet_13_fisherPclump",3.46170245546622e-08,7.46071026387325,"WUE.resid",13,"wet","IB005toIB008",2774612
8608,2,3992421,3992444,"WUE.resid_wet_13_fisherPclump",3.11060969323723e-11,10.5071544789933,"WUE.resid",13,"wet","IB005toIB008",3992432
8882,2,13248984,13248984,"WUE.resid_wet_13_fisherPclump",1.33511671566598e-09,8.87448076669341,"WUE.resid",13,"wet","IB005toIB008",13248984
23321,4,3817036,3829503,"WUE.resid_wet_13_fisherPclump",5.94410669012908e-09,8.22591340407277,"WUE.resid",13,"wet","IB005toIB008",3823270
23322,4,3413112,3510543,"WUE.resid_wet_13_fisherPclump",2.35099632113865e-08,7.62874805046266,"WUE.resid",13,"wet","IB005toIB008",3461828
23329,4,4365698,4387759,"WUE.resid_wet_13_fisherPclump",4.58987958396543e-08,7.33819870808046,"WUE.resid",13,"wet","IB005toIB008",4376728
23336,4,3462114,3462471,"WUE.resid_wet_13_fisherPclump",2.18682540548586e-08,7.66018588932674,"WUE.resid",13,"wet","IB005toIB008",3462292
23426,4,3514956,3514956,"WUE.resid_wet_13_fisherPclump",1.43990071128846e-08,7.84166745375628,"WUE.resid",13,"wet","IB005toIB008",3514956
23446,4,4023352,4209928,"WUE.resid_wet_13_fisherPclump",1.22843695310162e-10,9.91064712784706,"WUE.resid",13,"wet","IB005toIB008",4116640
23623,4,3140701,3142657,"WUE.resid_wet_13_fisherPclump",9.7076187722473e-08,7.01288728717738,"WUE.resid",13,"wet","IB005toIB008",3141679
23701,4,4197042,4209031,"WUE.resid_wet_13_fisherPclump",1.2957065249361e-08,7.88749335420142,"WUE.resid",13,"wet","IB005toIB008",4203036
24279,4,3540662,3542197,"WUE.resid_wet_13_fisherPclump",5.31685666537543e-08,7.27434504746758,"WUE.resid",13,"wet","IB005toIB008",3541430
8608,2,3992421,3992444,"WUE.resid_dry_14_fisherPclump",1.85408132878437e-09,8.73187121956175,"WUE.resid",14,"dry","IB005toIB008",3992432
39,1,14188681,14374252,"WUE.resid_wet_14_fisherPclump",4.24034547236353e-09,8.37259875882495,"WUE.resid",14,"wet","IB005toIB008",14281466
1590,1,25717280,25751319,"WUE.resid_wet_14_fisherPclump",9.13778772756911e-08,7.03915893490104,"WUE.resid",14,"wet","IB005toIB008",25734300
8608,2,3992421,3992444,"WUE.resid_wet_14_fisherPclump",3.66258267306253e-09,8.43621256348435,"WUE.resid",14,"wet","IB005toIB008",3992432
8882,2,13248984,13248984,"WUE.resid_wet_14_fisherPclump",7.60274352405491e-09,8.11902966004152,"WUE.resid",14,"wet","IB005toIB008",13248984
23321,4,3817036,3829503,"WUE.resid_wet_14_fisherPclump",3.01910987451253e-08,7.52012108140347,"WUE.resid",14,"wet","IB005toIB008",3823270
23322,4,3413112,3510543,"WUE.resid_wet_14_fisherPclump",2.43910952937865e-08,7.61276869704719,"WUE.resid",14,"wet","IB005toIB008",3461828
23336,4,3462114,3462471,"WUE.resid_wet_14_fisherPclump",1.88288991603912e-08,7.72517507045296,"WUE.resid",14,"wet","IB005toIB008",3462292
23355,4,3441302,3537478,"WUE.resid_wet_14_fisherPclump",1.27919706677061e-08,7.89306254510829,"WUE.resid",14,"wet","IB005toIB008",3489390
23426,4,3514956,3514956,"WUE.resid_wet_14_fisherPclump",2.22309163513562e-08,7.65304263545057,"WUE.resid",14,"wet","IB005toIB008",3514956
23446,4,4023352,4209928,"WUE.resid_wet_14_fisherPclump",9.22489254394834e-08,7.03503868401357,"WUE.resid",14,"wet","IB005toIB008",4116640
23520,4,3143505,3145718,"WUE.resid_wet_14_fisherPclump",3.80498519362834e-08,7.41964702886398,"WUE.resid",14,"wet","IB005toIB008",3144612
23542,4,3139845,3140237,"WUE.resid_wet_14_fisherPclump",4.91105815928677e-09,8.30882492269842,"WUE.resid",14,"wet","IB005toIB008",3140041
23623,4,3140701,3142657,"WUE.resid_wet_14_fisherPclump",1.72194928630933e-09,8.76397964324261,"WUE.resid",14,"wet","IB005toIB008",3141679
23965,4,3140759,3142872,"WUE.resid_wet_14_fisherPclump",7.23333868567901e-08,7.14066119951261,"WUE.resid",14,"wet","IB005toIB008",3141816
24383,4,3353409,3382927,"WUE.resid_wet_14_fisherPclump",5.54100701798766e-08,7.2564112997821,"WUE.resid",14,"wet","IB005toIB008",3368168
8608,2,3992421,3992444,"WUE.resid_dry_15_fisherPclump",3.63934632284353e-09,8.43897661466842,"WUE.resid",15,"dry","IB005toIB008",3992432
39,1,14188681,14374252,"WUE.resid_wet_15_fisherPclump",3.07795731469682e-09,8.51173740728562,"WUE.resid",15,"wet","IB005toIB008",14281466
653,1,25747942,26008199,"WUE.resid_wet_15_fisherPclump",9.43140380643034e-08,7.02542366038975,"WUE.resid",15,"wet","IB005toIB008",25878070
1590,1,25717280,25751319,"WUE.resid_wet_15_fisherPclump",7.43417107173982e-09,8.1287674493396,"WUE.resid",15,"wet","IB005toIB008",25734300
2131,1,25711921,25773876,"WUE.resid_wet_15_fisherPclump",8.67538558617179e-09,8.06171121345637,"WUE.resid",15,"wet","IB005toIB008",25742898
8608,2,3992421,3992444,"WUE.resid_wet_15_fisherPclump",2.42608565997541e-09,8.61509386917519,"WUE.resid",15,"wet","IB005toIB008",3992432
8882,2,13248984,13248984,"WUE.resid_wet_15_fisherPclump",4.96357015530771e-08,7.30420583540475,"WUE.resid",15,"wet","IB005toIB008",13248984
23321,4,3817036,3829503,"WUE.resid_wet_15_fisherPclump",1.09502568589746e-09,8.96057569350633,"WUE.resid",15,"wet","IB005toIB008",3823270
23322,4,3413112,3510543,"WUE.resid_wet_15_fisherPclump",2.39884131250835e-09,8.61999848041125,"WUE.resid",15,"wet","IB005toIB008",3461828
23323,4,3476133,3761714,"WUE.resid_wet_15_fisherPclump",5.4761625961718e-08,7.26152366543727,"WUE.resid",15,"wet","IB005toIB008",3618924
23336,4,3462114,3462471,"WUE.resid_wet_15_fisherPclump",3.53112103190742e-08,7.45208739640216,"WUE.resid",15,"wet","IB005toIB008",3462292
23355,4,3441302,3537478,"WUE.resid_wet_15_fisherPclump",4.4139574630612e-09,8.35517185641379,"WUE.resid",15,"wet","IB005toIB008",3489390
23426,4,3514956,3514956,"WUE.resid_wet_15_fisherPclump",2.55584943676224e-08,7.59246473373324,"WUE.resid",15,"wet","IB005toIB008",3514956
23446,4,4023352,4209928,"WUE.resid_wet_15_fisherPclump",4.08091648359861e-08,7.38924229301977,"WUE.resid",15,"wet","IB005toIB008",4116640
23520,4,3143505,3145718,"WUE.resid_wet_15_fisherPclump",5.17199692562796e-08,7.28634174194772,"WUE.resid",15,"wet","IB005toIB008",3144612
23542,4,3139845,3140237,"WUE.resid_wet_15_fisherPclump",3.37117266810454e-09,8.47221900277878,"WUE.resid",15,"wet","IB005toIB008",3140041
23623,4,3140701,3142657,"WUE.resid_wet_15_fisherPclump",9.90581810394023e-10,9.00410965103359,"WUE.resid",15,"wet","IB005toIB008",3141679
23965,4,3140759,3142872,"WUE.resid_wet_15_fisherPclump",1.73082032187418e-08,7.76174801431338,"WUE.resid",15,"wet","IB005toIB008",3141816
36285,6,6620869,6665010,"WUE.resid_wet_15_fisherPclump",7.83624558527128e-08,7.10589196182268,"WUE.resid",15,"wet","IB005toIB008",6642940
8608,2,3992421,3992444,"WUE.resid_dry_16_fisherPclump",1.49774902522456e-10,9.82456095438806,"WUE.resid",16,"dry","IB005toIB008",3992432
8,1,5561476,5961312,"WUE.resid_wet_16_fisherPclump",2.51759120554594e-08,7.59901478717044,"WUE.resid",16,"wet","IB005toIB008",5761394
9,1,5552038,5559645,"WUE.resid_wet_16_fisherPclump",7.9166941193953e-08,7.10145613475273,"WUE.resid",16,"wet","IB005toIB008",5555842
39,1,14188681,14374252,"WUE.resid_wet_16_fisherPclump",1.24799104852327e-08,7.9037885297104,"WUE.resid",16,"wet","IB005toIB008",14281466
1590,1,25717280,25751319,"WUE.resid_wet_16_fisherPclump",8.6101273094367e-08,7.0649904270159,"WUE.resid",16,"wet","IB005toIB008",25734300
8608,2,3992421,3992444,"WUE.resid_wet_16_fisherPclump",2.7831942019639e-08,7.5554564889952,"WUE.resid",16,"wet","IB005toIB008",3992432
8882,2,13248984,13248984,"WUE.resid_wet_16_fisherPclump",5.42733782589151e-09,8.26541314481922,"WUE.resid",16,"wet","IB005toIB008",13248984
23321,4,3817036,3829503,"WUE.resid_wet_16_fisherPclump",3.3744950899813e-09,8.47179119943712,"WUE.resid",16,"wet","IB005toIB008",3823270
23322,4,3413112,3510543,"WUE.resid_wet_16_fisherPclump",7.3707393755619e-08,7.13248894489257,"WUE.resid",16,"wet","IB005toIB008",3461828
23325,4,3775716,3776438,"WUE.resid_wet_16_fisherPclump",5.41671188002894e-08,7.26626426432813,"WUE.resid",16,"wet","IB005toIB008",3776077
23336,4,3462114,3462471,"WUE.resid_wet_16_fisherPclump",3.4872834807601e-08,7.45751274745461,"WUE.resid",16,"wet","IB005toIB008",3462292
23355,4,3441302,3537478,"WUE.resid_wet_16_fisherPclump",2.97502010844076e-08,7.52651009448826,"WUE.resid",16,"wet","IB005toIB008",3489390
23446,4,4023352,4209928,"WUE.resid_wet_16_fisherPclump",6.33493793221441e-08,7.19825763584429,"WUE.resid",16,"wet","IB005toIB008",4116640
23520,4,3143505,3145718,"WUE.resid_wet_16_fisherPclump",4.35117452638444e-08,7.36139349672898,"WUE.resid",16,"wet","IB005toIB008",3144612
23542,4,3139845,3140237,"WUE.resid_wet_16_fisherPclump",2.66693015924794e-08,7.57398835733239,"WUE.resid",16,"wet","IB005toIB008",3140041
23623,4,3140701,3142657,"WUE.resid_wet_16_fisherPclump",6.85925525954645e-10,9.16372303505524,"WUE.resid",16,"wet","IB005toIB008",3141679
23965,4,3140759,3142872,"WUE.resid_wet_16_fisherPclump",1.42298465365378e-08,7.84679978359064,"WUE.resid",16,"wet","IB005toIB008",3141816
24383,4,3353409,3382927,"WUE.resid_wet_16_fisherPclump",2.29088230655649e-08,7.63999722199612,"WUE.resid",16,"wet","IB005toIB008",3368168
36285,6,6620869,6665010,"WUE.resid_wet_16_fisherPclump",5.66760445979891e-08,7.2466004666322,"WUE.resid",16,"wet","IB005toIB008",6642940
8608,2,3992421,3992444,"WUE.resid_dry_17_fisherPclump",7.85934913548464e-08,7.10461341815545,"WUE.resid",17,"dry","IB005toIB008",3992432
8,1,5561476,5961312,"WUE.resid_wet_17_fisherPclump",1.05014089353699e-08,7.9787524293294,"WUE.resid",17,"wet","IB005toIB008",5761394
23321,4,3817036,3829503,"WUE.resid_wet_17_fisherPclump",1.47325322807479e-09,8.83172259864039,"WUE.resid",17,"wet","IB005toIB008",3823270
28794,5,43311911,43743683,"WUE.resid_wet_17_fisherPclump",4.06240341402636e-08,7.39121695149098,"WUE.resid",17,"wet","IB005toIB008",43527797
8608,2,3992421,3992444,"WUE.resid_dry_18_fisherPclump",8.07340723812384e-08,7.0929431403186,"WUE.resid",18,"dry","IB005toIB008",3992432
23321,4,3817036,3829503,"WUE.resid_wet_18_fisherPclump",6.79231490884886e-10,9.1679821873099,"WUE.resid",18,"wet","IB005toIB008",3823270
